,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,51,0.551881,0.564722,0.185393,0.220619,0.392798,0.708473,0.893116,-0.141656
post,58,0.546714,0.590908,0.194794,0.223823,0.355538,0.730608,0.867924,-0.166152
pre,34,0.532229,0.55729,0.185196,0.250378,0.339763,0.675842,0.804719,-0.024812
