,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,2,0.280805,0.280805,0.129165,0.189471,0.235138,0.326472,0.372138,0.0
post,2,0.258484,0.258484,0.13642,0.16202,0.210252,0.306716,0.354948,-0.0
pre,1,0.173158,0.173158,,0.173158,0.173158,0.173158,0.173158,
