,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,39,3.910273,0.656188,10.816508,0.1979,0.466173,1.359938,59.098146,4.066508
post,48,5.053806,0.751468,13.676235,0.070324,0.473286,1.630931,74.896257,3.950297
pre,27,3.886406,0.574495,11.129226,0.184148,0.370472,1.509295,55.012067,3.979241
