,Group,Threshold ratio,N above,% above,N total
0,in,0.01,295,91.6,322
1,in,0.05,0,0.0,322
2,in,0.1,0,0.0,322
3,in,0.2,0,0.0,322
4,post,0.01,382,94.6,404
5,post,0.05,0,0.0,404
6,post,0.1,0,0.0,404
7,post,0.2,0,0.0,404
8,pre,0.01,242,95.7,253
9,pre,0.05,0,0.0,253
10,pre,0.1,0,0.0,253
11,pre,0.2,0,0.0,253
