,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,5,0.092039,0.035943,0.139278,0.008267,0.025899,0.050413,0.339671,1.454507
post,10,0.065431,0.035863,0.082124,0.009863,0.013987,0.056954,0.260339,1.605689
pre,2,0.016572,0.016572,0.008884,0.01029,0.013431,0.019713,0.022854,0.0
