,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,4,0.171114,0.134803,0.150004,0.03152,0.099124,0.206793,0.383328,0.764435
post,5,0.199823,0.122039,0.159849,0.026734,0.109962,0.364222,0.376161,0.242545
pre,3,0.231452,0.153395,0.251756,0.027969,0.090682,0.333193,0.512992,0.514841
