,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,18,0.48456,0.479183,0.306927,0.128209,0.293217,0.633786,1.428906,1.574871
post,21,0.377229,0.331519,0.210734,0.119787,0.237795,0.426945,0.99575,1.371426
pre,9,0.461203,0.34883,0.332323,0.086837,0.199259,0.729943,1.006215,0.595173
