,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,16,0.091597,0.032519,0.150633,0.000302,0.012485,0.086788,0.570492,2.290808
post,22,0.091052,0.034575,0.146629,0.001883,0.008166,0.082719,0.602592,2.339846
pre,11,0.152541,0.035479,0.238929,0.00264,0.017543,0.17789,0.775504,1.844103
