,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.343698,0.343698,,0.343698,0.343698,0.343698,0.343698,
post,2,0.382228,0.382228,0.03033,0.360781,0.371505,0.392951,0.403675,0.0
pre,1,0.455768,0.455768,,0.455768,0.455768,0.455768,0.455768,
