,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,16,0.597367,0.504156,0.444833,0.219184,0.357757,0.667978,2.069618,2.390337
post,22,0.509544,0.469686,0.271343,0.159158,0.322713,0.653969,1.291877,1.131867
pre,11,0.673742,0.440268,0.718976,0.134728,0.346264,0.729102,2.733875,2.356905
