,Group,Category,N,%,N total
0,in,Increasing,2,66.7,3
1,in,Stable,0,0.0,3
2,in,Decreasing,1,33.3,3
3,post,Increasing,3,100.0,3
4,post,Stable,0,0.0,3
5,post,Decreasing,0,0.0,3
6,pre,Increasing,3,100.0,3
7,pre,Stable,0,0.0,3
8,pre,Decreasing,0,0.0,3
