,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.01066,0.00731,0.009849,0.002924,0.005117,0.014529,0.021747,0.552639
post,4,0.021422,0.020944,0.005507,0.016102,0.0172,0.025166,0.0277,0.146986
pre,2,0.025609,0.025609,0.006894,0.020735,0.023172,0.028047,0.030484,0.0
