,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,6,0.156144,0.072396,0.183523,0.003656,0.045098,0.22481,0.476802,1.000176
post,5,0.119022,0.080601,0.131977,0.001996,0.040296,0.133924,0.338295,1.021203
pre,5,0.158417,0.072254,0.162577,0.001219,0.067539,0.256708,0.394362,0.573053
