,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,17,2.496323,0.418669,7.680158,0.028512,0.211948,0.995951,32.192041,3.705258
post,18,1.713546,0.566065,4.235712,0.143994,0.334936,0.96432,18.533584,3.767445
pre,12,0.709496,0.535124,0.477934,0.151957,0.382708,0.961336,1.742815,0.832511
