,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,22,5e-06,6e-06,1.4e-05,-3.6e-05,-1e-06,1e-05,3.5e-05,-0.583733
post,27,0.0,-0.0,1.8e-05,-6.2e-05,-5e-06,4e-06,4.5e-05,-0.903775
pre,16,-2e-06,-0.0,8e-06,-2.9e-05,-2e-06,1e-06,7e-06,-2.990466
