,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.081972,0.034489,0.103712,0.010503,0.022496,0.117707,0.200925,0.664794
post,3,0.090067,0.041662,0.115665,0.006467,0.024065,0.131866,0.222071,0.634167
pre,1,0.032195,0.032195,,0.032195,0.032195,0.032195,0.032195,
