,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.026773,0.026773,,0.026773,0.026773,0.026773,0.026773,
post,1,0.023871,0.023871,,0.023871,0.023871,0.023871,0.023871,
