,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,2,0.136277,0.136277,0.076912,0.081892,0.109085,0.16347,0.190662,-0.0
post,2,0.096362,0.096362,0.110295,0.018372,0.057367,0.135357,0.174353,0.0
pre,2,0.176604,0.176604,0.029768,0.155555,0.166079,0.187128,0.197653,0.0
