,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,284,3.402355,0.849342,8.435764,0.048844,0.572532,1.971984,84.666149,5.859777
post,368,3.603642,0.884312,8.227976,0.022367,0.527807,1.942911,78.481706,4.728358
pre,205,3.222939,0.876449,7.870692,0.063968,0.577237,2.098882,66.608813,5.583249
