,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.127002,0.127002,,0.127002,0.127002,0.127002,0.127002,
post,1,0.194813,0.194813,,0.194813,0.194813,0.194813,0.194813,
pre,1,0.254422,0.254422,,0.254422,0.254422,0.254422,0.254422,
