,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,2,362.248779,362.248779,379.950409,93.583269,227.916024,496.581535,630.91429,-0.0
post,2,610.933725,610.933725,831.619743,22.889765,316.911745,904.955705,1198.977684,0.0
pre,1,22.55674,22.55674,,22.55674,22.55674,22.55674,22.55674,
