,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1748,139.528922,22.417448,550.129019,2.277774,12.778388,54.286404,6668.356081,7.880746
post,2085,130.909675,22.594622,457.382447,1.967594,12.371462,54.498768,5411.336838,7.129395
pre,1283,135.519351,20.218668,669.841067,2.683629,12.274445,46.921843,12414.816809,10.719922
