,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,83,1e-05,0.0,5.7e-05,-0.000162,-6e-06,2.6e-05,0.000216,0.384289
post,98,-0.0,0.0,0.000108,-0.00027,-1.8e-05,1.4e-05,0.00083,4.278439
pre,49,-5e-06,-1e-06,4.3e-05,-0.00028,-6e-06,6e-06,4.7e-05,-5.454152
