,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,25,0.486905,0.349955,0.437769,0.064781,0.170333,0.631557,1.782615,1.50179
post,29,0.456072,0.372609,0.44202,0.016388,0.209527,0.525556,1.992955,1.969697
pre,17,0.587818,0.494991,0.433651,0.064087,0.297307,0.867929,1.711013,0.899759
