,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,9,0.742073,0.378316,0.640981,0.234961,0.316053,0.876228,2.14146,1.297874
post,9,1.064721,0.554313,1.337123,0.191602,0.400538,1.199221,4.471864,2.088896
pre,9,0.67747,0.376817,0.604165,0.22116,0.29231,0.785237,2.128647,1.697384
