,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.662048,0.662048,,0.662048,0.662048,0.662048,0.662048,
post,2,0.35958,0.35958,0.248609,0.183787,0.271683,0.447477,0.535374,0.0
pre,1,0.273731,0.273731,,0.273731,0.273731,0.273731,0.273731,
