,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,51,0.372279,0.21372,0.454271,0.001507,0.11882,0.512917,2.959286,3.76868
post,58,0.464676,0.264124,0.659566,0.001045,0.094693,0.634493,4.297441,3.801462
pre,34,0.334522,0.250346,0.279614,0.003339,0.121828,0.445174,1.072,0.976189
