,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1748,0.630179,0.642302,0.23216,0.158068,0.430396,0.827664,0.996771,-0.036561
post,2085,0.622362,0.619374,0.246579,0.169742,0.390163,0.847944,0.996829,0.029807
pre,1283,0.643186,0.658018,0.23923,0.163047,0.422879,0.857944,0.997269,-0.121032
