,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,13,0.024916,0.02458,0.005374,0.014163,0.023118,0.027047,0.034905,-0.177578
post,17,0.024713,0.026911,0.005845,0.010584,0.022633,0.027474,0.034906,-0.633875
pre,10,0.025745,0.027469,0.004857,0.018847,0.021446,0.028848,0.032257,-0.226254
