,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,7,0.56619,0.466688,0.354116,0.251805,0.276236,0.742022,1.208323,0.787326
post,7,0.518614,0.261149,0.521613,0.007559,0.19354,0.734553,1.505408,0.988201
pre,6,0.980014,0.541526,1.25068,0.159463,0.393022,0.734306,3.495484,1.672254
