Group,Daily Seasonality (md),Weekly Seasonality (md),Slope (md),Volatility (md),% Increasing,% Stable,% Decreasing,Residuals CV (md),Extreme ratio (md),Kurtosis (md)
in,0.3063,0.3783,0.0,1.605,0,100.0,0,8.6404,0.0085,1035.6797
pre,0.285,0.3688,0.0,1.0364,0,100.0,0,6.4199,0.0174,415.3135
