,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,92,0.300553,0.203923,0.441644,0.0,0.10991,0.365117,3.684556,5.686513
post,95,0.315318,0.221868,0.444537,0.0,0.103626,0.369482,3.417775,4.968704
pre,73,0.294156,0.22808,0.312211,0.0,0.13936,0.387836,2.403069,4.39965
