,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,9,0.374657,0.298172,0.264407,0.159666,0.257932,0.38044,1.036643,1.951268
post,11,0.404493,0.301108,0.477263,0.013258,0.197587,0.342236,1.786236,2.452255
pre,7,0.322212,0.346241,0.130502,0.175069,0.225809,0.363462,0.555632,0.576686
