,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,18,0.334686,0.249299,0.256772,0.019861,0.163593,0.487453,0.962314,0.89837
post,21,0.335167,0.190812,0.368493,0.039164,0.144501,0.312825,1.481582,1.935231
pre,9,0.337148,0.202303,0.346673,0.018873,0.168428,0.250652,1.093865,1.414786
