,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.015077,0.018275,0.008721,0.005208,0.011742,0.020011,0.021747,-0.583103
post,1,0.009346,0.009346,,0.009346,0.009346,0.009346,0.009346,
pre,1,0.011485,0.011485,,0.011485,0.011485,0.011485,0.011485,
