,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.008498,0.008498,,0.008498,0.008498,0.008498,0.008498,
pre,1,0.017435,0.017435,,0.017435,0.017435,0.017435,0.017435,
