,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,50,0.618873,0.66779,0.173233,0.319801,0.435306,0.779881,0.864519,-0.261709
post,51,0.588157,0.567649,0.198207,0.256671,0.41978,0.781305,0.932057,-0.097215
pre,36,0.630518,0.718052,0.20223,0.259845,0.479575,0.79533,0.876603,-0.708444
