,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,24.84463,25.001466,21.403649,3.362993,14.18223,35.585448,46.169429,-0.013461
post,1,4.552238,4.552238,,4.552238,4.552238,4.552238,4.552238,
pre,1,4.785419,4.785419,,4.785419,4.785419,4.785419,4.785419,
