,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,12709,0.078668,0.047095,0.113815,0.0,0.029422,0.079223,3.706096,7.211793
post,14327,0.071993,0.042142,0.107071,0.0,0.025914,0.070923,2.466068,5.66305
pre,9742,0.079477,0.047666,0.113761,0.0,0.030045,0.079106,2.235527,5.809569
