,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.396511,0.396511,,0.396511,0.396511,0.396511,0.396511,
post,2,0.415022,0.415022,0.263915,0.228406,0.321714,0.50833,0.601638,0.0
pre,1,0.34736,0.34736,,0.34736,0.34736,0.34736,0.34736,
