,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,5.7e-05,5.7e-05,,5.7e-05,5.7e-05,5.7e-05,5.7e-05,
post,1,0.000148,0.000148,,0.000148,0.000148,0.000148,0.000148,
pre,1,3.2e-05,3.2e-05,,3.2e-05,3.2e-05,3.2e-05,3.2e-05,
