,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,10,0.593886,0.598207,0.16665,0.343847,0.486319,0.747978,0.799735,-0.148204
post,10,0.629807,0.681978,0.158093,0.326297,0.622836,0.699867,0.806203,-1.086091
pre,8,0.590069,0.630821,0.17934,0.312007,0.532596,0.692584,0.818144,-0.63781
