,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,16,0.473645,0.225658,0.474597,0.088962,0.169227,0.62046,1.427727,1.271296
post,22,0.504791,0.245682,0.490553,0.049235,0.193492,0.661156,1.549589,1.146803
pre,11,0.624554,0.301597,0.60799,0.124813,0.204002,0.998566,1.779217,0.954526
