,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,4,0.18404,0.065408,0.266145,0.023305,0.049296,0.200152,0.582042,1.133432
post,4,0.160686,0.05499,0.250432,7.2e-05,0.019909,0.195767,0.532691,1.089603
pre,3,0.178349,0.065318,0.229614,0.027161,0.04624,0.253943,0.442567,0.685202
