,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,18,0.397604,0.189132,0.42836,0.017275,0.07237,0.637115,1.38238,1.032335
post,20,0.383584,0.218895,0.385574,0.017161,0.077972,0.544352,1.164895,0.923693
pre,14,0.393813,0.112542,0.491556,0.026518,0.065897,0.694745,1.378665,1.043464
