,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1,0.06668,0.06668,,0.06668,0.06668,0.06668,0.06668,
post,1,0.016397,0.016397,,0.016397,0.016397,0.016397,0.016397,
pre,1,0.056675,0.056675,,0.056675,0.056675,0.056675,0.056675,
