,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.288317,0.281182,0.03103,0.261476,0.271329,0.301737,0.322292,0.400062
post,4,0.301067,0.300194,0.025281,0.276394,0.281155,0.320107,0.327485,0.043403
pre,2,0.314704,0.314704,0.026359,0.296066,0.305385,0.324024,0.333343,0.0
