,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,18,0.172526,0.150592,0.143998,0.010015,0.071062,0.20402,0.577735,1.467374
post,20,0.18563,0.135407,0.162372,0.011116,0.089819,0.214059,0.606911,1.305755
pre,14,0.177505,0.154993,0.13965,0.041286,0.082204,0.207586,0.564615,1.604968
