,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,105,0.327739,0.169284,0.491997,0.0,0.035805,0.376273,3.004362,3.040545
post,106,0.449283,0.184824,0.764928,0.0,0.063489,0.423316,5.695958,4.00952
pre,77,0.400107,0.214764,0.53224,0.0,0.055224,0.511575,2.867869,2.34047
