,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,2,0.576783,0.576783,0.347375,0.331152,0.453967,0.699599,0.822414,-0.0
post,2,0.762107,0.762107,0.392555,0.484529,0.623318,0.900896,1.039686,0.0
pre,1,1.25167,1.25167,,1.25167,1.25167,1.25167,1.25167,
