,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,1.4e-05,0.0,2.4e-05,-0.0,0.0,2.1e-05,4.2e-05,0.7068
post,3,1.6e-05,3e-06,2.4e-05,0.0,2e-06,2.3e-05,4.3e-05,0.691412
pre,2,-4e-06,-4e-06,2e-06,-5e-06,-4e-06,-3e-06,-2e-06,0.0
