,Group,Threshold ratio,N above,% above,N total
0,in,0.01,87,82.9,105
1,in,0.05,0,0.0,105
2,in,0.1,0,0.0,105
3,in,0.2,0,0.0,105
4,post,0.01,87,82.1,106
5,post,0.05,0,0.0,106
6,post,0.1,0,0.0,106
7,post,0.2,0,0.0,106
8,pre,0.01,69,89.6,77
9,pre,0.05,0,0.0,77
10,pre,0.1,0,0.0,77
11,pre,0.2,0,0.0,77
