,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,17,-1.8e-05,6e-06,0.000144,-0.000567,-1e-06,1.9e-05,0.000104,-3.486256
post,18,1.9e-05,1.3e-05,2.5e-05,-8e-06,3e-06,2.3e-05,9.5e-05,1.7349
pre,12,1.9e-05,2e-06,5.8e-05,-6e-06,0.0,6e-06,0.000201,2.971319
