,Group,Threshold ratio,N above,% above,N total
0,in,0.01,6,100.0,6
1,in,0.05,0,0.0,6
2,in,0.1,0,0.0,6
3,in,0.2,0,0.0,6
4,post,0.01,5,100.0,5
5,post,0.05,0,0.0,5
6,post,0.1,0,0.0,5
7,post,0.2,0,0.0,5
8,pre,0.01,5,100.0,5
9,pre,0.05,0,0.0,5
10,pre,0.1,0,0.0,5
11,pre,0.2,0,0.0,5
