,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,2.229078,2.446059,2.023138,0.106196,1.276127,3.29052,4.134981,-0.194764
post,4,3.510383,3.108288,3.250201,0.10541,1.59693,5.021741,7.719548,0.364176
pre,2,1.374548,1.374548,0.996205,0.670124,1.022336,1.72676,2.078972,0.0
