,Group,Threshold ratio,N above,% above,N total
0,in,0.01,15,88.2,17
1,in,0.05,0,0.0,17
2,in,0.1,0,0.0,17
3,in,0.2,0,0.0,17
4,post,0.01,17,94.4,18
5,post,0.05,0,0.0,18
6,post,0.1,0,0.0,18
7,post,0.2,0,0.0,18
8,pre,0.01,11,91.7,12
9,pre,0.05,0,0.0,12
10,pre,0.1,0,0.0,12
11,pre,0.2,0,0.0,12
