,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.00456,0.004652,0.000751,0.003767,0.004209,0.004957,0.005262,-0.220377
post,4,0.1101,0.093056,0.124971,0.001563,0.007097,0.196059,0.252724,0.175353
pre,2,0.009222,0.009222,0.008068,0.003517,0.00637,0.012075,0.014927,0.0
