,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,24,0.542336,0.568216,0.255984,0.148885,0.286148,0.748131,0.977949,0.111176
post,33,0.533471,0.516601,0.199169,0.21174,0.349254,0.708909,0.968709,0.063171
pre,15,0.52197,0.500805,0.182448,0.203165,0.421468,0.656295,0.790906,0.010276
