,Group,Category,N,%,N total
0,in,Increasing,6,24.0,25
1,in,Stable,9,36.0,25
2,in,Decreasing,10,40.0,25
3,post,Increasing,9,28.1,32
4,post,Stable,12,37.5,32
5,post,Decreasing,11,34.4,32
6,pre,Increasing,6,30.0,20
7,pre,Stable,10,50.0,20
8,pre,Decreasing,4,20.0,20
