,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,10,0.561116,0.478805,0.516018,0.020278,0.194402,0.624355,1.741841,1.191369
post,10,0.673891,0.411368,0.671604,0.01134,0.214231,0.86636,1.962831,1.037222
pre,8,0.636457,0.677498,0.543372,0.02489,0.322434,0.708429,1.787808,1.071681
