,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,0.962499,0.78139,0.408311,0.676069,0.728729,1.105714,1.430038,0.654547
post,3,0.916665,0.714931,0.519378,0.528418,0.621675,1.110788,1.506644,0.605909
pre,2,1.24873,1.24873,0.955955,0.572768,0.910749,1.586711,1.924692,0.0
