,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,3,1.7e-05,1.2e-05,1.6e-05,4e-06,8e-06,2.4e-05,3.6e-05,0.530441
post,1,7.7e-05,7.7e-05,,7.7e-05,7.7e-05,7.7e-05,7.7e-05,
pre,1,1.9e-05,1.9e-05,,1.9e-05,1.9e-05,1.9e-05,1.9e-05,
