,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,7,1.013968,0.707795,0.697375,0.373379,0.463319,1.470432,2.149103,0.601797
post,9,0.999657,0.591352,1.004482,0.126042,0.304679,1.261377,3.244922,1.294577
pre,5,1.17898,1.276464,0.721345,0.273813,0.663853,1.603471,2.077298,-0.056582
