,N,Mean,Median,Std,Min,P25,P75,Max,Skewness
in,1748,1.766128,0.555974,6.054535,0.013998,0.280349,1.012953,84.666149,8.186094
post,2085,1.774536,0.550444,5.728369,0.006246,0.254273,1.088522,78.481706,7.972269
pre,1283,1.547685,0.550559,5.919047,0.031267,0.266275,0.959421,115.52112,11.22803
